Date,Price,Open,High,Low,Vol.,Change %
2/13/2023,"20,200","20,500","21,000","20,000",3.84M,-3.81%
2/10/2023,"21,000","22,000","22,150","20,900",3.33M,-4.55%
2/9/2023,"22,000","22,350","22,400","21,950",1.77M,-0.90%
2/8/2023,"22,200","22,009","22,439","21,913",2.42M,0.65%
2/7/2023,"22,057","22,870","22,870","21,913",3.72M,-2.54%
2/6/2023,"22,631","22,774","23,061","22,535",3.21M,-2.67%
2/3/2023,"23,253","22,774","23,253","22,535",4.29M,2.97%
2/2/2023,"22,583","22,583","22,870","22,296",4.36M,0.00%
2/1/2023,"22,583","22,918","23,348","22,391",8.39M,0.21%
1/31/2023,"22,535","22,009","22,535","21,626",7.27M,2.17%
1/30/2023,"22,057","22,439","22,535","22,057",4.44M,-1.28%
1/27/2023,"22,344","22,296","22,487","22,104",3.77M,-2.43%
1/19/2023,"22,900","22,600","22,950","22,550",4.65M,0.00%
1/18/2023,"22,900","23,150","23,200","22,800",3.54M,0.00%
1/17/2023,"22,900","22,250","22,900","22,250",3.42M,2.69%
1/16/2023,"22,300","22,250","22,400","22,050",2.58M,1.13%
1/13/2023,"22,050","22,200","22,600","21,900",6.25M,1.15%
1/12/2023,"21,800","21,150","21,950","21,150",4.93M,2.83%
1/11/2023,"21,200","21,500","21,500","21,200",4.15M,0.24%
1/10/2023,"21,150","21,200","21,400","20,850",3.78M,0.00%
1/9/2023,"21,150","20,800","21,650","20,800",4.57M,2.67%
1/6/2023,"20,600","20,200","20,850","20,000",5.14M,2.49%
1/5/2023,"20,100","19,900","20,150","19,850",1.76M,1.01%
1/4/2023,"19,900","20,000","20,400","19,800",2.53M,0.00%
1/3/2023,"19,900","18,950","19,900","18,950",2.39M,4.74%
12/30/2022,"19,000","19,100","19,250","18,900",1.43M,0.53%
12/29/2022,"18,900","18,750","19,200","18,750",1.38M,-0.53%
12/28/2022,"19,000","18,850","19,250","18,650",1.70M,0.00%
12/27/2022,"19,000","18,300","19,000","18,300",1.88M,3.54%
12/26/2022,"18,350","19,650","19,800","18,300",3.33M,-6.62%
12/23/2022,"19,650","19,850","19,950","19,400",1.62M,-1.50%
12/22/2022,"19,950","20,000","20,200","19,500",2.19M,1.27%
12/21/2022,"19,700","19,800","20,200","18,800",3.33M,0.00%
12/20/2022,"19,700","20,650","20,750","19,550",5.75M,-5.06%
12/19/2022,"20,750","20,850","21,550","20,750",5.53M,-0.24%
12/16/2022,"20,800","20,700","21,100","20,700",4.73M,-0.95%
12/15/2022,"21,000","20,700","21,500","20,600",5.96M,1.94%
12/14/2022,"20,600","20,900","21,000","20,600",5.27M,-0.72%
12/13/2022,"20,750","20,250","20,750","20,000",5.06M,1.97%
12/12/2022,"20,350","21,000","21,300","20,300",4.65M,-2.86%
12/9/2022,"20,950","21,000","21,150","20,600",5.12M,0.00%
12/8/2022,"20,950","20,900","21,800","20,600",6.29M,2.44%
12/7/2022,"20,450","20,400","20,700","20,000",4.99M,0.25%
12/6/2022,"20,400","21,950","22,000","20,400",11.26M,-6.85%
12/5/2022,"21,900","22,000","22,250","21,450",8.78M,2.34%
12/2/2022,"21,400","19,850","21,400","19,800",8.82M,7.00%
12/1/2022,"20,000","20,850","20,950","19,950",10.03M,-1.23%
11/30/2022,"20,250","19,150","20,250","18,950",11.71M,6.86%
11/29/2022,"18,950","19,150","19,300","18,600",5.56M,-0.52%
11/28/2022,"19,050","18,750","19,300","18,400",6.16M,4.10%
11/25/2022,"18,300","18,200","18,300","18,000",3.62M,2.52%
11/24/2022,"17,850","17,800","17,950","17,500",2.19M,-0.28%
11/23/2022,"17,900","18,400","18,400","17,900",1.92M,-1.65%
11/22/2022,"18,200","18,350","19,000","18,150",4.85M,-1.62%
11/21/2022,"18,500","18,500","18,900","18,350",2.45M,0.54%
11/18/2022,"18,400","18,450","18,600","17,900",2.57M,-0.27%
11/17/2022,"18,450","18,400","18,800","18,200",3.26M,2.50%
11/16/2022,"18,000","16,250","18,150","16,250",3.64M,5.88%
11/15/2022,"17,000","17,000","17,200","16,200",4.76M,-2.30%
11/14/2022,"17,400","17,050","17,650","16,400",4.05M,-0.57%
11/11/2022,"17,500","17,800","17,950","16,500",4.92M,0.00%
11/10/2022,"17,500","18,000","18,200","17,150",5.65M,-4.89%
11/9/2022,"18,400","18,350","18,900","18,100",2.69M,-0.81%
11/8/2022,"18,550","18,000","18,650","17,950",3.45M,0.54%
11/7/2022,"18,450","19,250","19,700","18,400",5.98M,-6.58%
11/4/2022,"19,750","20,000","20,300","18,900",6.77M,-2.71%
11/3/2022,"20,300","20,550","20,800","20,250",4.35M,-1.93%
11/2/2022,"20,700","20,150","21,250","20,100",9.64M,2.73%
11/1/2022,"20,150","19,900","20,450","19,800",5.00M,2.81%
10/31/2022,"19,600","19,850","19,900","19,100",1.23M,-0.51%
10/28/2022,"19,700","20,100","20,550","19,700",2.31M,-1.01%
10/27/2022,"19,900","19,200","19,900","18,650",2.13M,4.46%
10/26/2022,"19,050","19,350","19,500","18,650",787.20K,-1.04%
10/25/2022,"19,250","19,000","19,800","18,000",1.85M,2.12%
10/24/2022,"18,850","19,250","19,250","17,900",1.92M,-1.82%
10/21/2022,"19,200","20,100","20,100","18,650",2.15M,-3.76%
10/20/2022,"19,950","20,500","20,500","19,900",1.55M,-2.21%
10/19/2022,"20,400","20,000","20,600","19,900",1.57M,2.26%
10/18/2022,"19,950","20,250","20,500","19,900",1.50M,0.25%
10/17/2022,"19,900","20,150","20,200","19,400",1.23M,-1.49%
10/14/2022,"20,200","21,050","21,050","20,050",2.74M,2.54%
10/13/2022,"19,700","19,700","20,000","19,500",1.46M,0.51%
10/12/2022,"19,600","19,300","20,550","19,300",2.00M,1.29%
10/11/2022,"19,350","19,500","19,850","18,600",2.50M,-3.01%
10/10/2022,"19,950","19,850","20,450","19,200",1.63M,-0.25%
10/7/2022,"20,000","19,900","20,650","19,300",2.38M,-3.61%
10/6/2022,"20,750","21,450","21,450","20,000",2.04M,-3.26%
10/5/2022,"21,450","22,000","22,000","21,450",1.32M,0.94%
10/4/2022,"21,250","21,400","22,050","21,200",2.05M,0.47%
10/3/2022,"21,150","21,600","22,100","20,900",2.31M,-3.86%
9/30/2022,"22,000","22,100","22,250","21,100",2.10M,-0.68%
9/29/2022,"22,150","22,950","23,200","22,100",1.56M,-2.85%
9/28/2022,"22,800","23,400","23,400","22,500",1.21M,-1.94%
9/27/2022,"23,250","22,100","23,550","22,100",3.85M,3.10%
9/26/2022,"22,550","21,800","23,000","20,950",2.79M,1.12%
9/23/2022,"22,300","22,200","22,500","22,050",919.30K,-0.89%
9/22/2022,"22,500","21,600","22,500","21,550",1.41M,2.27%
9/21/2022,"22,000","22,000","22,100","21,750",959.90K,-1.35%
9/20/2022,"22,300","22,000","22,300","21,350",1.65M,1.13%
9/19/2022,"22,050","22,200","22,600","21,350",2.56M,-3.08%
9/16/2022,"22,750","22,900","23,000","22,350",1.45M,-1.09%
9/15/2022,"23,000","23,300","23,300","23,000",685.90K,-0.65%
9/14/2022,"23,150","22,900","23,150","22,650",1.35M,-0.86%
9/13/2022,"23,350","23,400","23,550","23,000",1.09M,0.00%
9/12/2022,"23,350","23,800","23,950","22,950",1.53M,-1.06%
9/9/2022,"23,600","23,750","23,800","22,300",4.17M,0.00%
9/8/2022,"23,600","24,700","24,800","23,600",1.88M,-3.67%
9/7/2022,"24,500","24,600","25,350","24,500",3.01M,-0.41%
9/6/2022,"24,600","24,550","24,800","24,400",2.01M,0.20%
9/5/2022,"24,550","25,000","25,150","24,550",1.55M,-1.80%
8/31/2022,"25,000","25,000","25,200","24,850",1.23M,0.00%
8/30/2022,"25,000","25,600","25,750","25,000",1.67M,-1.19%
8/29/2022,"25,300","25,100","25,700","24,650",1.85M,-0.39%
8/26/2022,"25,400","25,700","25,850","25,350",1.54M,-1.17%
8/25/2022,"25,700","25,400","25,850","25,200",2.12M,2.39%
8/24/2022,"25,100","25,350","25,550","25,100",1.10M,-0.40%
8/23/2022,"25,200","24,700","25,200","24,550",1.12M,0.80%
8/22/2022,"25,000","25,800","25,800","24,650",2.42M,-2.72%
8/19/2022,"25,700","25,900","26,200","25,700",1.84M,-1.15%
8/18/2022,"26,000","26,100","26,450","26,000",2.76M,-0.57%
8/17/2022,"26,150","26,400","26,500","26,150",2.34M,-0.95%
8/16/2022,"26,400","26,300","26,750","26,100",3.40M,0.57%
8/15/2022,"26,250","26,000","26,550","25,800",2.35M,1.74%
8/12/2022,"25,800","25,900","25,900","25,400",1.49M,0.58%
8/11/2022,"25,650","26,200","26,300","25,500",2.34M,-1.35%
8/10/2022,"26,000","26,000","26,100","25,900",1.36M,-0.19%
8/9/2022,"26,050","26,300","26,300","25,900",1.60M,-0.38%
8/8/2022,"26,150","25,800","26,300","25,800",1.56M,0.77%
8/5/2022,"25,950","26,000","26,000","25,650",2.45M,-0.57%
8/4/2022,"26,100","26,450","26,450","26,000",2.37M,-0.38%
8/3/2022,"26,200","26,600","26,600","26,100",1.98M,-1.50%
8/2/2022,"26,600","27,000","27,150","26,550",1.72M,-0.19%
8/1/2022,"26,650","26,500","26,750","26,300",1.82M,0.19%
7/29/2022,"26,600","26,500","27,300","26,450",6.34M,0.57%
7/28/2022,"26,450","26,050","26,450","25,700",2.36M,3.12%
7/27/2022,"25,650","25,500","25,700","25,200",817.00K,0.00%
7/26/2022,"25,650","25,700","26,150","25,500",1.14M,-0.39%
7/25/2022,"25,750","26,000","26,000","25,500",1.36M,-1.72%
7/22/2022,"26,200","25,450","26,450","25,150",4.38M,4.38%
7/21/2022,"25,100","25,050","25,450","25,000",1.68M,1.01%
7/20/2022,"24,850","24,950","25,000","24,600",2.05M,2.26%
7/19/2022,"24,300","24,700","24,700","24,150",1.10M,-1.22%
7/18/2022,"24,600","24,300","24,650","24,250",1.39M,1.44%
7/15/2022,"24,250","24,450","25,200","24,250",2.59M,-0.82%
7/14/2022,"24,450","24,150","24,500","23,900",1.21M,0.62%
7/13/2022,"24,300","24,500","25,200","24,000",1.52M,0.00%
7/12/2022,"24,300","23,750","24,900","23,650",1.06M,1.67%
7/11/2022,"23,900","24,200","24,800","23,700",2.49M,-4.59%
7/8/2022,"25,050","25,450","25,750","25,000",1.82M,-0.20%
7/7/2022,"25,100","24,300","25,350","23,200",3.12M,4.15%
7/6/2022,"24,100","23,300","24,500","23,300",1.68M,0.00%
7/5/2022,"24,100","25,000","25,400","24,100",2.74M,-0.82%
7/4/2022,"24,300","23,100","24,300","23,100",4.23M,6.81%
7/1/2022,"22,750","21,500","23,000","20,200",2.33M,5.81%
6/30/2022,"21,500","22,450","22,800","21,500",1.57M,-4.02%
6/29/2022,"22,400","22,200","23,600","21,800",2.39M,1.36%
6/28/2022,"22,100","20,900","22,100","20,700",1.75M,6.76%
6/27/2022,"20,700","20,600","20,750","20,200",1.54M,0.49%
6/24/2022,"20,600","20,700","20,750","20,250",1.39M,1.23%
6/23/2022,"20,350","19,650","20,350","19,500",1.73M,5.71%
6/22/2022,"19,250","18,800","19,250","18,200",4.28M,6.94%
6/21/2022,"18,000","18,400","19,400","18,000",3.06M,-6.74%
6/20/2022,"19,300","20,650","21,600","19,250",3.20M,-6.54%
6/17/2022,"20,650","21,700","21,700","20,650",4.38M,-6.98%
6/16/2022,"22,200","22,400","23,000","22,100",797.90K,0.91%
6/15/2022,"22,000","22,500","22,600","21,100",3.65M,-2.65%
6/14/2022,"22,600","24,200","24,200","22,600",2.20M,-6.80%
6/13/2022,"24,250","25,050","25,300","24,250",1.90M,-6.91%
6/10/2022,"26,050","26,100","26,650","26,050",607.90K,-1.70%
6/9/2022,"26,500","26,800","26,800","26,300",380.90K,-0.56%
6/8/2022,"26,650","26,500","27,000","26,000",968.30K,2.50%
6/7/2022,"26,000","26,150","26,200","25,400",755.40K,-0.57%
6/6/2022,"26,150","26,100","26,150","25,800",1.10M,0.19%
6/3/2022,"26,100","26,300","26,400","25,850",633.80K,-0.76%
6/2/2022,"26,300","26,500","26,750","26,050",752.70K,-0.75%
6/1/2022,"26,500","26,750","27,100","26,400",514.60K,-1.12%
5/31/2022,"26,800","27,250","27,250","26,600",467.20K,-1.47%
5/30/2022,"27,200","26,900","27,300","26,800",999.30K,1.30%
5/27/2022,"26,850","26,250","26,900","26,050",2.06M,2.48%
5/26/2022,"26,200","26,500","26,500","26,050",798.50K,-0.57%
5/25/2022,"26,350","25,500","26,350","25,500",1.08M,3.33%
5/24/2022,"25,500","24,450","25,500","24,150",1.03M,2.82%
5/23/2022,"24,800","26,000","26,000","24,800",877.50K,-4.06%
5/20/2022,"25,850","25,800","26,100","25,500",967.00K,0.19%
5/19/2022,"25,800","25,200","26,300","25,200",1.36M,-3.01%
5/18/2022,"26,600","27,000","27,050","26,000",1.19M,0.00%
5/17/2022,"26,600","25,500","26,750","24,400",1.73M,4.11%
5/16/2022,"25,550","25,100","27,000","23,550",3.90M,0.99%
5/13/2022,"25,300","27,000","27,900","25,300",1.76M,-6.93%
5/12/2022,"27,185","28,889","29,111","27,185",2.04M,-6.97%
5/11/2022,"29,222","28,963","29,222","28,370",902.70K,2.73%
5/10/2022,"28,445","27,037","28,667","27,037",1.55M,-1.54%
5/9/2022,"28,889","29,630","30,074","28,000",1.75M,-3.94%
5/6/2022,"30,074","30,370","30,889","30,000",832.80K,-2.87%
5/5/2022,"30,963","30,741","31,111","30,074",948.00K,3.47%
5/4/2022,"29,926","32,222","32,222","29,926",839.00K,-6.05%
4/29/2022,"31,852","30,741","32,037","30,556",1.98M,3.86%
4/28/2022,"30,667","30,482","31,148","30,445",668.00K,-0.96%
4/27/2022,"30,963","30,370","30,963","29,630",913.00K,1.70%
4/26/2022,"30,445","29,259","30,445","27,593",1.46M,2.88%
4/25/2022,"29,593","31,482","31,482","29,296",1.58M,-6.00%
4/22/2022,"31,482","31,111","31,963","29,630",1.42M,1.19%
4/21/2022,"31,111","30,741","31,111","28,593",2.12M,1.57%
4/20/2022,"30,630","31,482","31,741","30,630",889.80K,-2.71%
4/19/2022,"31,482","32,000","32,222","31,037",1.28M,-1.62%
4/18/2022,"32,000","32,222","32,407","31,259",2.20M,-1.37%
4/15/2022,"32,445","32,963","33,148","32,407",1.55M,-2.12%
4/14/2022,"33,148","33,333","33,556","33,074",744.50K,-0.56%
4/13/2022,"33,333","32,815","33,519","32,148",1.20M,1.81%
4/12/2022,"32,741","33,704","33,778","32,741",1.34M,-1.78%
4/8/2022,"33,333","34,815","34,815","33,333",1.93M,-3.64%
4/7/2022,"34,593","35,185","35,704","34,593",2.04M,-1.48%
4/6/2022,"35,111","34,667","35,852","34,370",2.70M,1.17%
4/5/2022,"34,704","35,296","35,407","34,704",1.91M,-1.99%
4/4/2022,"35,407","36,148","36,148","35,259",2.33M,-0.21%
4/1/2022,"35,482","34,815","35,889","34,630",3.59M,1.81%
3/31/2022,"34,852","34,667","34,889","34,445",1.73M,0.11%
3/30/2022,"34,815","33,185","34,815","33,185",4.93M,4.68%
3/29/2022,"33,259","32,556","33,445","32,556",1.43M,2.16%
3/28/2022,"32,556","32,815","32,963","32,259",1.22M,-1.24%
3/25/2022,"32,963","33,111","33,222","32,963",1.03M,-0.45%
3/24/2022,"33,111","33,333","33,333","32,889",1.44M,-0.67%
3/23/2022,"33,333","33,482","33,852","33,185",899.80K,-0.22%
3/22/2022,"33,407","33,370","33,704","33,259",1.16M,0.67%
3/21/2022,"33,185","33,037","33,185","32,889",1.76M,1.13%
3/18/2022,"32,815","32,778","32,889","32,593",838.80K,0.23%
3/17/2022,"32,741","33,037","33,259","32,741",756.50K,0.34%
3/16/2022,"32,630","32,704","32,963","32,445",1.38M,1.85%
3/15/2022,"32,037","32,000","32,445","31,741",1.43M,0.58%
3/14/2022,"31,852","32,222","32,296","31,852",2.26M,-1.60%
3/11/2022,"32,370","32,222","32,963","32,222",1.83M,-1.58%
3/10/2022,"32,889","33,556","33,556","32,889",1.22M,-0.22%
3/9/2022,"32,963","32,963","33,185","31,778",2.84M,-0.22%
3/8/2022,"33,037","33,185","33,630","32,852",2.83M,-0.67%
3/7/2022,"33,259","33,704","33,704","33,259",1.77M,-1.96%
3/4/2022,"33,926","34,000","34,296","33,630",1.30M,-0.43%
3/3/2022,"34,074","33,667","34,074","32,889",3.05M,0.44%
3/2/2022,"33,926","34,519","34,519","32,667",5.90M,-2.55%
3/1/2022,"34,815","34,667","34,815","34,222",2.10M,0.21%
2/28/2022,"34,741","35,185","35,259","34,741",1.86M,-1.05%
2/25/2022,"35,111","34,889","35,296","34,815",3.20M,1.17%
2/24/2022,"34,704","34,556","34,963","33,333",4.17M,-0.11%
2/23/2022,"34,741","34,815","35,445","34,593",2.69M,0.86%
2/22/2022,"34,445","34,074","34,667","33,852",2.44M,-0.21%
2/21/2022,"34,519","34,222","34,704","34,185",2.56M,-0.53%
2/18/2022,"34,704","34,519","35,111","34,370",2.02M,0.11%
2/17/2022,"34,667","34,074","34,667","33,778",2.13M,2.63%
2/16/2022,"33,778","34,222","34,222","33,630",3.23M,-1.30%
2/15/2022,"34,222","34,074","34,593","33,333",3.49M,0.65%
2/14/2022,"34,000","34,667","35,148","34,000",4.64M,-3.77%
2/11/2022,"35,333","35,037","35,778","35,000",2.14M,0.21%
2/10/2022,"35,259","35,259","35,630","34,963",2.50M,-0.63%
2/9/2022,"35,482","35,889","36,296","35,333",3.91M,-0.21%
2/8/2022,"35,556","34,519","35,556","34,519",3.32M,1.37%
2/7/2022,"35,074","35,482","35,926","35,074",2.06M,-0.42%
1/28/2022,"35,222","35,037","36,222","34,593",4.87M,1.60%
1/27/2022,"34,667","34,926","35,556","34,296",2.43M,-0.64%
1/26/2022,"34,889","34,074","35,556","33,926",5.79M,2.84%
1/25/2022,"33,926","32,667","33,926","32,593",1.96M,3.85%
1/24/2022,"32,667","33,259","34,037","32,593",2.07M,-2.22%
1/21/2022,"33,407","32,222","34,074","32,185",3.14M,2.50%
1/20/2022,"32,593","32,296","32,963","31,185",3.73M,0.92%
1/19/2022,"32,296","32,000","33,037","32,000",1.66M,0.46%
1/18/2022,"32,148","32,222","33,259","31,185",4.39M,-1.36%
1/17/2022,"32,593","34,000","34,593","32,222",4.16M,-4.14%
1/14/2022,"34,000","33,852","34,445","33,333",1.78M,-1.50%
1/13/2022,"34,519","35,111","35,926","34,445",5.54M,-0.75%
1/12/2022,"34,778","33,111","35,037","31,630",3.90M,5.03%
1/11/2022,"33,111","33,704","34,074","32,815",2.29M,-1.76%
1/10/2022,"33,704","34,000","34,296","32,963",5.11M,-1.52%
1/7/2022,"34,222","34,407","34,815","34,185",2.99M,-1.07%
1/6/2022,"34,593","34,667","35,852","34,296",5.66M,-1.58%
1/5/2022,"35,148","35,296","36,185","34,704",2.65M,-0.42%
1/4/2022,"35,296","35,519","35,593","35,000",3.12M,0.74%
12/31/2021,"35,037","32,815","35,037","32,815",12.98M,6.89%
12/30/2021,"32,778","32,667","33,333","32,667",1.96M,0.34%
12/29/2021,"32,667","32,074","33,333","32,037",4.49M,2.80%
12/28/2021,"31,778","31,778","32,593","31,333",1.97M,-0.69%
12/27/2021,"32,000","32,593","32,593","30,741",1.34M,-1.03%
12/24/2021,"32,333","30,889","32,593","30,815",2.18M,3.44%
12/23/2021,"31,259","31,704","31,704","30,185",4.08M,-2.99%
12/22/2021,"32,222","32,667","32,741","30,815",4.59M,-1.36%
12/21/2021,"32,667","33,667","33,704","32,667",2.66M,-3.08%
12/20/2021,"33,704","32,482","33,704","32,148",5.52M,3.76%
12/17/2021,"32,482","32,926","33,037","32,296",1.85M,-0.34%
12/16/2021,"32,593","32,593","33,259","32,519",3.36M,0.69%
12/15/2021,"32,370","31,926","32,519","31,519",3.39M,2.10%
12/14/2021,"31,704","31,667","32,222","31,333",1.77M,-0.47%
12/13/2021,"31,852","32,222","32,222","31,296",3.00M,0.00%
12/10/2021,"31,852","31,963","32,259","31,667",2.94M,1.18%
12/9/2021,"31,482","31,111","31,482","30,963",1.99M,1.67%
12/8/2021,"30,963","30,370","31,815","30,185",1.91M,2.08%
12/7/2021,"30,333","30,222","30,741","30,000",1.64M,0.86%
12/6/2021,"30,074","31,704","31,704","29,222",4.87M,-4.25%
12/3/2021,"31,407","31,556","32,889","31,407",4.22M,-1.17%
12/2/2021,"31,778","32,148","32,667","31,630",2.95M,-0.23%
12/1/2021,"31,852","31,333","31,852","30,630",4.79M,1.90%
11/30/2021,"31,259","32,815","33,074","30,074",6.86M,-3.32%
11/29/2021,"32,333","32,741","33,037","31,852",4.89M,-3.00%
11/26/2021,"33,333","33,148","34,296","32,667",5.65M,0.78%
11/25/2021,"33,074","33,556","33,852","32,593",4.51M,-0.33%
11/24/2021,"33,185","30,889","33,185","30,741",11.07M,6.92%
11/23/2021,"31,037","31,185","31,259","30,074",3.67M,0.48%
11/22/2021,"30,889","29,556","30,889","29,333",11.31M,6.92%
11/19/2021,"28,889","28,000","29,259","27,889",8.04M,3.17%
11/18/2021,"28,000","28,407","28,407","27,889",1.69M,-1.43%
11/17/2021,"28,407","28,148","28,519","28,000",1.91M,0.79%
11/16/2021,"28,185","28,296","28,741","28,037",2.28M,-0.78%
11/15/2021,"28,407","28,889","28,889","28,259",2.36M,0.13%
11/12/2021,"28,370","28,074","28,407","27,407",1.33M,1.32%
11/11/2021,"28,000","28,074","28,148","27,185",2.23M,-0.26%
11/10/2021,"28,074","28,148","28,222","27,889",1.33M,-0.26%
11/9/2021,"28,148","27,926","28,370","27,852",1.84M,0.93%
11/8/2021,"27,889","28,148","28,889","27,704",2.08M,-0.92%
11/5/2021,"28,148","28,445","28,482","27,778",1.02M,-0.78%
11/4/2021,"28,370","28,815","28,926","28,259",906.50K,-1.03%
11/3/2021,"28,667","27,815","28,889","27,778",4.10M,3.34%
11/2/2021,"27,741","27,074","27,741","26,778",1.95M,2.32%
11/1/2021,"27,111","27,407","27,482","27,074",1.14M,-1.08%
10/29/2021,"27,407","27,519","27,556","27,111",1.42M,-0.54%
10/28/2021,"27,556","27,482","27,778","27,037",1.55M,0.27%
10/27/2021,"27,482","27,407","27,519","26,889",2.46M,0.82%
10/26/2021,"27,259","26,667","27,259","26,445",1.60M,1.80%
