Date,Price,Open,High,Low,Vol.,Change %
10/25/2021,"26,778","27,333","27,333","26,667",891.00K,-2.03%
10/22/2021,"27,333","27,370","27,593","27,000",1.25M,0.00%
10/21/2021,"27,333","27,185","27,630","26,963",2.25M,0.82%
10/20/2021,"27,111","26,815","27,407","26,556",1.70M,0.55%
10/19/2021,"26,963","27,148","27,148","26,593",1.06M,-0.41%
10/18/2021,"27,074","27,185","27,333","26,667",1.17M,-0.41%
10/15/2021,"27,185","26,963","27,333","26,667",1.69M,0.82%
10/14/2021,"26,963","26,963","27,407","26,778",1.11M,0.55%
10/13/2021,"26,815","26,815","26,889","26,296",1.46M,0.28%
10/12/2021,"26,741","26,815","27,037","26,630",1.87M,1.26%
10/11/2021,"26,407","25,852","26,445","25,852",1.90M,3.03%
10/8/2021,"25,630","25,630","25,667","25,185",1.53M,0.73%
10/7/2021,"25,445","25,482","25,741","25,037",1.35M,-0.43%
10/6/2021,"25,556","25,519","25,778","25,407",1.15M,0.15%
10/5/2021,"25,519","24,741","25,519","24,741",1.94M,3.61%
10/4/2021,"24,630","25,482","25,852","24,630",3.06M,-3.06%
10/1/2021,"25,407","26,185","26,333","25,407",2.25M,-2.97%
9/30/2021,"26,185","26,593","27,000","26,074",2.77M,-1.67%
9/29/2021,"26,630","27,000","27,074","26,333",2.21M,-1.51%
9/28/2021,"27,037","27,111","27,407","26,741",1.34M,0.00%
9/27/2021,"27,037","28,370","28,482","27,037",2.07M,-5.07%
9/24/2021,"28,482","28,148","28,667","28,148",2.92M,1.72%
9/23/2021,"28,000","28,593","28,741","27,963",4.07M,-2.58%
9/22/2021,"28,741","29,630","29,630","28,667",1.45M,-1.77%
9/21/2021,"29,259","28,519","29,259","28,222",4.75M,2.60%
9/20/2021,"28,519","26,963","28,519","26,963",5.42M,6.94%
9/17/2021,"26,667","26,111","26,815","26,074",986.30K,2.27%
9/16/2021,"26,074","26,148","26,889","26,037",607.50K,0.14%
9/15/2021,"26,037","26,074","26,222","25,926",775.60K,-0.71%
9/14/2021,"26,222","26,593","26,593","26,185",1.16M,-1.39%
9/13/2021,"26,593","26,815","26,889","26,445",1.17M,-1.10%
9/10/2021,"26,889","27,148","27,185","26,741",982.30K,-0.82%
9/9/2021,"27,111","27,111","27,111","26,815",620.70K,0.14%
9/8/2021,"27,074","27,259","27,593","26,963",1.84M,0.14%
9/7/2021,"27,037","26,593","27,370","26,593",2.00M,1.96%
9/6/2021,"26,519","26,667","26,815","26,296",1.40M,-0.69%
9/1/2021,"26,704","26,667","26,815","26,593",844.20K,-0.55%
8/31/2021,"26,852","27,407","27,630","26,667",1.24M,-0.55%
8/30/2021,"27,000","26,667","27,111","26,519",1.54M,1.25%
8/27/2021,"26,667","26,370","26,889","25,556",2.08M,-0.83%
8/26/2021,"26,889","27,407","27,630","26,815",1.08M,-1.89%
8/25/2021,"27,407","26,704","27,778","26,704",1.22M,3.21%
8/24/2021,"26,556","26,445","27,111","25,741",1.90M,-0.42%
8/23/2021,"26,667","28,519","28,667","26,667",6.56M,-6.98%
8/20/2021,"28,667","30,222","30,222","28,000",3.52M,-4.56%
8/19/2021,"30,037","30,296","30,370","30,000",1.39M,-1.34%
8/18/2021,"30,445","30,852","30,889","30,370",2.79M,-1.32%
8/17/2021,"30,852","31,333","31,370","30,741",1.98M,-0.36%
8/16/2021,"30,963","30,222","31,037","29,926",2.54M,2.45%
8/13/2021,"30,222","30,370","30,593","29,926",1.86M,-0.49%
8/12/2021,"30,370","30,815","30,889","30,370",2.50M,-1.44%
8/11/2021,"30,815","31,037","31,407","30,778",1.79M,-0.48%
8/10/2021,"30,963","31,482","31,482","30,926",2.02M,-0.48%
8/9/2021,"31,111","30,778","31,222","30,482",1.77M,0.72%
8/6/2021,"30,889","31,259","31,296","30,889",1.75M,-0.71%
8/5/2021,"31,111","30,630","31,259","30,370",2.83M,1.57%
8/4/2021,"30,630","30,852","30,889","30,519",1.62M,-0.60%
8/3/2021,"30,815","31,037","31,111","30,593",1.73M,-0.36%
8/2/2021,"30,926","30,815","31,074","30,370",2.72M,0.36%
7/30/2021,"30,815","30,074","30,889","30,074",2.54M,2.59%
7/29/2021,"30,037","29,889","30,259","29,889",1.02M,0.62%
7/28/2021,"29,852","28,889","30,445","28,889",1.65M,1.51%
7/27/2021,"29,407","28,963","29,630","28,741",1.21M,2.98%
7/26/2021,"28,556","28,926","29,630","28,296",2.30M,-4.10%
7/23/2021,"29,778","30,667","30,741","29,778",1.96M,-3.60%
7/22/2021,"30,889","30,370","31,037","29,630",1.62M,1.46%
7/21/2021,"30,445","31,852","31,852","30,445",995.40K,-2.14%
7/20/2021,"31,111","30,370","31,111","28,889",5.18M,0.60%
7/19/2021,"30,926","31,926","31,926","30,926",2.92M,-6.91%
7/16/2021,"33,222","33,704","33,926","33,148",1.07M,-0.11%
7/15/2021,"33,259","32,593","34,074","31,482",2.80M,1.13%
7/14/2021,"32,889","34,296","35,185","32,889",5.92M,-6.92%
7/13/2021,"35,333","37,185","37,185","34,815",4.53M,-3.05%
7/12/2021,"36,445","38,519","38,519","36,111",3.79M,-6.11%
7/9/2021,"38,815","38,074","40,000","37,482",8.13M,1.95%
7/8/2021,"38,074","37,000","38,296","36,741",4.58M,3.21%
7/7/2021,"36,889","37,185","37,185","35,556",1.98M,-1.39%
7/6/2021,"37,407","37,333","38,445","37,185",6.58M,0.60%
7/5/2021,"37,185","37,778","37,778","36,778",1.75M,0.20%
7/2/2021,"37,111","36,667","37,630","36,370",2.02M,2.04%
7/1/2021,"36,370","36,370","37,037","36,148",1.01M,-0.71%
6/30/2021,"36,630","37,037","37,185","36,519",579.30K,-1.10%
6/29/2021,"37,037","37,333","37,704","36,963",1.40M,0.10%
6/28/2021,"37,000","36,370","37,407","35,556",3.27M,1.73%
6/25/2021,"36,370","37,037","37,037","36,148",1.42M,-1.80%
6/24/2021,"37,037","37,407","37,778","36,889",830.00K,-0.99%
6/23/2021,"37,407","37,630","38,074","37,407",1.93M,-0.20%
6/22/2021,"37,482","37,778","37,778","37,185",1.40M,0.40%
6/21/2021,"37,333","37,482","38,148","37,333",1.26M,0.00%
6/18/2021,"37,333","37,778","37,778","37,037",666.40K,0.80%
6/17/2021,"37,037","35,630","37,407","35,630",1.00M,0.40%
6/16/2021,"36,889","37,037","37,778","36,852",1.78M,-1.97%
6/15/2021,"37,630","38,370","38,370","37,630",1.40M,-1.93%
6/14/2021,"38,370","39,037","39,111","38,296",1.77M,-1.71%
6/11/2021,"39,037","38,519","39,333","37,407",2.34M,1.54%
6/10/2021,"38,445","38,519","40,000","37,778",1.44M,-1.14%
6/9/2021,"38,889","37,778","39,259","37,407",2.20M,5.15%
6/8/2021,"36,984","38,201","38,624","36,508",2.05M,-3.19%
6/7/2021,"38,201","39,365","39,577","36,455",2.44M,-2.43%
6/4/2021,"39,154","39,630","40,159","38,783",2.45M,0.00%
6/3/2021,"39,154","38,095","39,365","38,095",2.08M,2.78%
6/2/2021,"38,095","37,460","38,201","37,037",2.70M,0.98%
6/1/2021,"37,725","37,037","38,095","36,508",3.01M,4.09%
5/31/2021,"36,243","34,286","36,349","34,127",2.41M,6.53%
5/28/2021,"34,021","33,863","34,127","33,598",1.51M,0.78%
5/27/2021,"33,757","34,392","34,392","33,598",3.27M,1.27%
5/26/2021,"33,333","32,434","33,545","32,434",3.03M,3.28%
5/25/2021,"32,275","32,275","32,275","32,011",1.62M,0.00%
5/24/2021,"32,275","32,434","32,698","32,169",2.10M,-0.49%
5/21/2021,"32,434","32,751","32,804","32,275",2.27M,-0.81%
5/20/2021,"32,698","32,064","32,804","32,064",2.71M,2.15%
5/19/2021,"32,011","31,746","32,275","30,847",3.40M,3.24%
5/18/2021,"31,005","32,064","32,064","30,476",4.15M,-3.93%
5/17/2021,"32,275","32,593","32,963","32,169",2.10M,-2.09%
5/14/2021,"32,963","32,381","33,069","32,011",2.76M,1.80%
5/13/2021,"32,381","32,381","32,751","32,381",2.13M,-0.65%
5/12/2021,"32,593","32,381","33,069","32,222",1.97M,0.49%
5/11/2021,"32,434","31,746","32,804","31,482",2.56M,3.90%
5/10/2021,"31,217","30,900","31,482","30,900",1.38M,0.51%
5/7/2021,"31,058","30,952","31,217","30,318",921.40K,0.34%
5/6/2021,"30,952","29,101","31,111","29,101",4.04M,6.36%
5/5/2021,"29,101","29,630","29,630","28,730",2.13M,-0.72%
5/4/2021,"29,312","28,466","29,418","28,095",1.16M,-0.36%
4/29/2021,"29,418","29,048","29,471","29,048",3.61M,1.46%
4/28/2021,"28,995","28,201","29,101","28,042",1.91M,2.81%
4/27/2021,"28,201","28,466","28,519","27,566",1.24M,-0.93%
4/26/2021,"28,466","28,307","28,783","27,937",1.88M,0.94%
4/23/2021,"28,201","28,042","28,201","27,249",1.77M,0.00%
4/22/2021,"28,201","28,572","28,836","28,201",1.42M,-1.30%
4/20/2021,"28,572","27,778","28,889","27,778",3.49M,3.85%
4/19/2021,"27,513","26,984","27,566","26,984",1.07M,1.96%
4/16/2021,"26,984","27,407","27,460","26,720",694.80K,-1.73%
4/15/2021,"27,460","27,725","28,042","27,196",1.34M,-0.77%
4/14/2021,"27,672","27,302","27,937","26,984",1.41M,0.58%
4/13/2021,"27,513","28,042","28,201","27,407",1.25M,-1.89%
4/12/2021,"28,042","26,825","28,095","26,825",824.80K,4.54%
4/9/2021,"26,825","26,825","26,878","26,429",2.66M,-0.98%
4/8/2021,"27,090","28,201","28,201","26,455",2.47M,-3.94%
4/7/2021,"28,201","28,360","28,360","27,989",1.17M,-0.56%
4/6/2021,"28,360","28,095","29,365","28,095",1.69M,0.56%
4/5/2021,"28,201","28,307","28,307","26,984",2.50M,5.13%
4/2/2021,"26,825","26,402","27,090","26,191",1.21M,1.60%
4/1/2021,"26,402","25,900","26,455","25,609",1.88M,3.10%
3/31/2021,"25,609","24,815","26,085","24,815",2.76M,4.31%
3/30/2021,"24,550","23,280","24,603","23,280",2.22M,5.57%
3/29/2021,"23,254","22,910","23,254","22,884",472.10K,1.62%
3/26/2021,"22,884","22,804","23,175","22,222",1.19M,0.35%
3/25/2021,"22,804","23,175","23,228","22,751",1.79M,-1.60%
3/24/2021,"23,175","23,333","23,545","23,069",1.41M,-1.57%
3/23/2021,"23,545","23,889","23,915","22,751",1.15M,-1.44%
3/22/2021,"23,889","24,339","24,392","23,863",1.35M,-1.20%
3/19/2021,"24,180","24,206","24,233","24,127",1.24M,-0.11%
3/18/2021,"24,206","24,339","24,603","23,863",1.04M,-0.54%
3/17/2021,"24,339","23,016","24,603","23,016",2.50M,5.75%
3/16/2021,"23,016","23,228","23,280","22,963",610.70K,-0.46%
3/15/2021,"23,122","23,228","23,280","23,069",937.60K,0.58%
3/12/2021,"22,989","22,937","23,280","22,937",841.80K,0.46%
3/11/2021,"22,884","23,175","23,175","22,857",640.10K,0.70%
3/10/2021,"22,725","22,672","22,778","22,646",604.60K,-0.12%
3/9/2021,"22,751","22,751","22,910","22,593",608.00K,-0.35%
3/8/2021,"22,831","23,228","23,228","22,751",918.50K,-0.35%
3/5/2021,"22,910","22,222","23,016","21,587",962.00K,3.10%
3/4/2021,"22,222","22,857","22,884","22,064",1.96M,-2.78%
3/3/2021,"22,857","22,804","22,963","22,778",1.30M,-0.92%
3/2/2021,"23,069","23,545","23,598","22,540",2.11M,2.71%
3/1/2021,"22,460","21,693","22,460","21,640",1.87M,6.93%
2/26/2021,"21,005","20,106","21,058","20,106",2.08M,3.25%
2/25/2021,"20,344","19,788","20,370","19,788",1.84M,2.81%
2/24/2021,"19,788","19,709","20,027","19,709",1.71M,0.54%
2/23/2021,"19,683","19,841","20,053","18,571",2.65M,-1.33%
2/22/2021,"19,947","20,000","20,053","19,788",2.13M,0.27%
2/19/2021,"19,894","19,471","20,106","19,471",1.01M,0.40%
2/18/2021,"19,815","19,947","19,947","19,471",1.49M,-0.80%
2/17/2021,"19,974","19,048","20,000","18,995",2.16M,4.86%
2/9/2021,"19,048","18,201","19,048","18,201",2.06M,3.45%
2/8/2021,"18,413","18,783","19,259","18,042",2.56M,-1.70%
2/5/2021,"18,730","17,937","18,783","17,884",2.90M,4.73%
2/4/2021,"17,884","17,989","17,989","17,619",594.60K,-0.29%
2/3/2021,"17,937","17,196","17,937","16,931",1.02M,6.10%
2/2/2021,"16,905","16,402","16,931","16,402",732.80K,2.90%
2/1/2021,"16,429","16,931","16,931","16,243",537.30K,-1.74%
1/29/2021,"16,720","15,450","16,931","15,450",865.40K,1.44%
1/28/2021,"16,482","16,508","17,460","16,482",2.04M,-6.88%
1/27/2021,"17,698","17,460","17,937","17,355",1.59M,1.06%
1/26/2021,"17,513","18,069","18,069","17,460",945.00K,-3.07%
1/25/2021,"18,069","18,095","18,095","17,884",778.10K,0.00%
1/22/2021,"18,069","18,148","18,148","17,989",1.22M,0.15%
1/21/2021,"18,042","17,725","18,042","17,460",1.15M,3.49%
1/20/2021,"17,434","17,460","17,725","16,270",1.61M,-0.15%
1/19/2021,"17,460","18,519","18,677","17,381",1.95M,-6.52%
1/18/2021,"18,677","18,836","18,942","18,677",1.25M,-0.98%
1/15/2021,"18,862","18,783","19,021","18,783",1.56M,1.28%
1/14/2021,"18,624","18,386","18,783","18,386",1.55M,1.44%
1/13/2021,"18,360","18,466","18,624","18,333",1.99M,0.73%
1/12/2021,"18,228","18,042","18,466","18,042",1.14M,0.00%
1/11/2021,"18,228","18,519","18,519","18,201",1.91M,-0.86%
1/8/2021,"18,386","18,519","18,783","18,386",2.44M,-0.71%
1/7/2021,"18,519","18,677","18,677","18,307",1.96M,-0.99%
1/6/2021,"18,704","19,048","19,445","18,677",1.34M,0.14%
1/5/2021,"18,677","17,460","18,677","17,460",4.05M,6.97%
1/4/2021,"17,460","17,381","17,566","17,302",1.79M,1.85%
12/31/2020,"17,143","17,355","17,513","17,143",2.63M,-1.82%
12/30/2020,"17,460","17,566","17,725","17,407",1.63M,0.30%
12/29/2020,"17,407","17,328","17,407","17,249",680.80K,0.46%
12/28/2020,"17,328","17,566","17,672","17,169",1.65M,-0.15%
12/25/2020,"17,355","16,931","17,407","16,878",844.80K,2.18%
12/24/2020,"16,984","17,328","17,460","16,825",1.49M,-1.99%
12/23/2020,"17,328","17,646","17,698","17,328",1.60M,-2.09%
12/22/2020,"17,698","17,725","17,857","17,540",1.28M,-0.89%
12/21/2020,"17,857","17,566","17,989","17,566",1.21M,1.66%
12/18/2020,"17,566","17,460","17,672","17,275",1.11M,1.22%
12/17/2020,"17,355","17,196","17,725","16,931",3.88M,1.23%
12/16/2020,"17,143","16,905","17,196","16,878",1.50M,1.41%
12/15/2020,"16,905","16,825","17,355","16,773",1.36M,0.31%
12/14/2020,"16,852","16,984","17,143","16,852",1.47M,-0.78%
12/11/2020,"16,984","16,773","17,196","16,614",1.83M,1.26%
12/10/2020,"16,773","17,037","17,143","16,693",1.49M,-1.55%
12/9/2020,"17,037","17,355","17,381","17,037",1.55M,-1.23%
12/8/2020,"17,249","16,984","17,646","16,905",1.70M,1.56%
12/7/2020,"16,984","17,249","17,355","16,878",1.39M,-1.53%
12/4/2020,"17,249","16,931","17,460","16,429",2.91M,0.62%
12/3/2020,"17,143","17,593","17,857","17,143",2.42M,2.69%
12/2/2020,"16,693","15,926","16,693","15,873",3.21M,6.95%
12/1/2020,"15,609","14,392","15,609","14,392",6.15M,6.88%
11/30/2020,"14,603","14,815","14,815","14,603",591.90K,-1.43%
11/27/2020,"14,815","14,788","14,815","14,736",673.00K,0.00%
11/26/2020,"14,815","14,788","14,815","14,630",979.30K,0.00%
11/25/2020,"14,815","14,788","14,815","14,709",940.80K,0.18%
11/24/2020,"14,788","14,788","14,815","14,550",1.14M,0.00%
11/23/2020,"14,788","14,921","14,921","14,550",933.20K,-0.89%
11/20/2020,"14,921","15,027","15,027","14,868",798.60K,-0.35%
11/19/2020,"14,974","15,185","15,185","14,868",2.31M,3.07%
11/18/2020,"14,528","14,374","14,528","14,374",2.18M,0.15%
11/17/2020,"14,506","14,484","14,550","14,462",2.69M,0.15%
11/16/2020,"14,484","14,550","14,572","14,396",1.97M,-0.30%
11/13/2020,"14,528","14,550","14,550","14,440",2.49M,0.30%
11/12/2020,"14,484","14,374","14,550","14,374",2.06M,0.46%
11/11/2020,"14,418","14,550","14,572","14,418",1.89M,-0.30%
11/10/2020,"14,462","14,991","15,035","14,462",3.96M,0.00%
10/29/2020,"14,462","14,109","14,683","13,977",2.14M,0.61%
10/28/2020,"14,374","14,198","14,462","13,977",3.72M,-0.61%
10/27/2020,"14,462","14,639","14,639","14,330",2.20M,-1.21%
10/26/2020,"14,639","14,771","14,815","14,374",2.72M,-0.90%
10/23/2020,"14,771","14,771","14,859","14,594",3.33M,0.90%
10/22/2020,"14,639","14,771","14,771","14,550",793.50K,-0.90%
10/21/2020,"14,771","14,815","14,815","14,506",2.49M,-0.30%
10/20/2020,"14,815","14,815","15,212","14,462",1.57M,-0.59%
10/19/2020,"14,903","14,771","15,035","14,727",1.99M,1.81%
10/16/2020,"14,639","14,109","14,903","14,109",4.08M,3.43%
10/15/2020,"14,153","13,889","14,153","13,668",1.30M,1.58%
10/14/2020,"13,933","14,065","14,065","13,404",4.72M,-0.94%
10/13/2020,"14,065","14,374","14,418","13,845",4.64M,-2.45%
10/12/2020,"14,418","14,550","14,771","14,330",5.59M,-0.91%
10/9/2020,"14,550","14,550","14,683","14,418",2.61M,0.00%
10/8/2020,"14,550","14,771","14,815","13,095",7.74M,-1.49%
10/7/2020,"14,771","14,550","14,991","14,330",11.83M,-0.59%
10/6/2020,"14,859","13,448","14,903","13,404",9.27M,10.86%
10/5/2020,"13,404","12,875","13,448","12,875",4.68M,3.40%
10/2/2020,"12,963","12,787","13,139","12,522",7.72M,1.38%
10/1/2020,"12,787","12,213","12,787","12,213",4.89M,4.69%
9/30/2020,"12,213","12,169","12,302","11,993",1.92M,0.00%
9/29/2020,"12,213","12,125","12,346","11,993",5.19M,1.47%
9/28/2020,"12,037","11,684","12,037","11,684",3.05M,3.02%
9/25/2020,"11,684","11,288","11,684","11,288",3.01M,2.71%
9/24/2020,"11,376","11,332","11,464","11,243",3.93M,0.00%
9/23/2020,"11,376","11,067","11,508","11,067",6.09M,2.79%
9/22/2020,"11,067","11,111","11,155","10,935",1.47M,0.00%
9/21/2020,"11,067","11,023","11,376","10,979",2.86M,0.40%
9/18/2020,"11,023","10,362","11,023","10,362",5.47M,6.38%
9/17/2020,"10,362","10,362","10,450","10,318",1.62M,0.00%
9/16/2020,"10,362","10,450","10,538","10,273",1.33M,0.00%
9/15/2020,"10,362","9,965","10,494","9,965",4.45M,3.52%
9/14/2020,"10,009","9,921","10,009","9,921",1.34M,0.89%
9/11/2020,"9,921","9,877","9,921","9,833",689.00K,0.45%
9/10/2020,"9,877","9,921","9,965","9,833",1.16M,0.00%
9/9/2020,"9,877","9,744","9,877","9,700",2.00M,-0.44%
9/8/2020,"9,921","9,877","9,965","9,788",1.61M,0.45%
9/7/2020,"9,877","10,009","10,097","9,877",2.62M,-1.32%
9/4/2020,"10,009","10,141","10,141","9,833",2.61M,-0.87%
9/3/2020,"10,097","9,788","10,229","9,788",4.26M,3.62%
9/1/2020,"9,744","9,700","9,788","9,612",1.30M,0.45%
8/31/2020,"9,700","9,965","10,053","9,612",6.30M,-2.65%
8/28/2020,"9,965","10,009","10,009","9,877",3.14M,0.00%
8/27/2020,"9,965","9,788","9,965","9,788",2.41M,1.80%
8/26/2020,"9,788","9,612","10,009","9,612",3.97M,1.84%
8/25/2020,"9,612","9,524","9,744","9,480",9.31M,1.87%
8/24/2020,"9,436","9,303","9,480","9,303",4.53M,0.94%
8/21/2020,"9,347","9,215","9,392","9,215",2.10M,1.43%
8/20/2020,"9,215","9,215","9,392","9,171",3.16M,0.00%
8/19/2020,"9,215","9,215","9,303","9,171",2.11M,0.00%
8/18/2020,"9,215","9,083","9,347","8,995",3.45M,1.46%
8/17/2020,"9,083","9,039","9,127","8,907",1.09M,1.48%
8/14/2020,"8,951","9,171","9,171","8,951",2.92M,-2.40%
8/13/2020,"9,171","9,083","9,303","9,083",3.56M,0.48%
8/12/2020,"9,127","8,907","9,215","8,907",6.60M,2.48%
8/11/2020,"8,907","8,730","8,951","8,686",4.12M,2.54%
8/10/2020,"8,686","8,554","8,818","8,554",2.79M,1.55%
8/7/2020,"8,554","8,818","8,818","8,510",1.59M,-0.51%
8/6/2020,"8,598","8,818","9,700","8,422",3.76M,2.09%
8/5/2020,"8,422","8,377","8,510","8,333",1.75M,0.53%
8/4/2020,"8,377","8,333","8,554","8,289",2.73M,0.53%
8/3/2020,"8,333","7,981","8,333","7,937",3.89M,5.00%
7/31/2020,"7,937","7,716","8,069","7,628",2.17M,1.70%
7/30/2020,"7,804","7,716","7,937","7,716",2.43M,1.14%
7/29/2020,"7,716","8,201","8,201","7,540",3.06M,-5.91%
7/28/2020,"8,201","7,848","8,289","7,804",3.37M,5.09%
7/27/2020,"7,804","8,377","8,377","7,716",7.66M,-8.29%
7/24/2020,"8,510","8,951","8,951","8,333",7.41M,-4.93%
7/23/2020,"8,951","9,039","9,127","8,818",2.89M,-0.98%
7/22/2020,"9,039","8,995","9,171","8,907",4.01M,1.49%
7/21/2020,"8,907","8,686","8,907","8,686",3.54M,2.02%
7/20/2020,"8,730","8,642","8,774","8,598",4.05M,1.02%
7/17/2020,"8,642","8,642","8,642","8,510",2.18M,0.51%
7/16/2020,"8,598","8,377","8,686","8,377",4.49M,2.63%
7/15/2020,"8,377","8,157","8,466","8,113",4.58M,3.26%
7/14/2020,"8,113","8,113","8,157","8,069",831.51K,0.00%
7/13/2020,"8,113","8,157","8,289","8,069",1.38M,-0.54%
7/10/2020,"8,157","8,289","8,289","8,069",2.56M,-1.59%
7/9/2020,"8,289","8,113","8,377","8,113",3.51M,2.17%
7/8/2020,"8,113","7,848","8,245","7,804",4.22M,3.37%
7/7/2020,"7,848","7,848","7,892","7,804",1.59M,0.57%
7/6/2020,"7,804","7,804","7,848","7,716",1.65M,0.00%
7/3/2020,"7,804","7,848","7,848","7,804",999.57K,0.00%
7/2/2020,"7,804","7,804","7,848","7,716",2.99M,0.00%
7/1/2020,"7,804","7,716","7,804","7,672",1.14M,1.72%
6/30/2020,"7,672","7,716","7,804","7,584",1.15M,0.00%
6/29/2020,"7,672","7,760","7,760","7,584",1.58M,-1.14%
6/26/2020,"7,760","7,848","7,848","7,716",1.01M,-1.12%
